Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,VideoAmt,PhotoAmt,AdoptionSpeed,optimized_word_count,Fee_bins
1,24,307,0,2,7,0,0,3,1,3,3,1,2,1,0,2.0,4,24,0
1,3,307,307,2,2,0,0,2,1,1,1,1,1,1,0,6.0,4,8,4
2,2,266,266,3,1,6,7,2,1,2,1,2,1,4,0,8.0,4,21,0
1,2,307,0,1,1,2,7,2,1,2,2,2,1,1,0,7.0,3,26,0
2,12,265,0,1,1,0,0,1,2,3,3,3,1,1,0,1.0,4,20,0
1,12,307,307,2,2,0,0,2,2,2,1,2,1,1,0,1.0,4,3,0
1,1,307,0,1,2,0,0,2,1,1,1,2,1,1,0,1.0,3,21,0
2,11,266,0,2,1,4,7,2,1,1,1,1,1,1,0,11.0,2,55,0
1,74,205,0,1,2,7,0,2,2,3,1,3,1,1,0,2.0,2,38,0
1,36,218,218,2,2,3,5,2,3,1,1,1,1,1,0,3.0,3,30,0
1,3,307,307,2,2,7,0,2,2,2,1,2,1,1,0,3.0,3,3,0
1,2,307,0,2,1,2,7,2,1,1,1,2,1,1,0,6.0,3,15,0
1,3,307,0,2,1,2,7,2,2,1,1,2,1,1,0,4.0,3,17,0
1,48,179,0,1,7,0,0,1,1,1,1,2,1,1,0,1.0,1,6,0
2,3,266,0,3,2,5,7,1,1,3,1,1,1,6,0,5.0,3,9,2
1,2,307,0,2,1,2,0,2,1,1,1,1,1,1,0,8.0,3,72,0
1,36,179,0,1,2,0,0,1,2,3,3,2,1,1,0,3.0,2,24,0
2,3,264,0,1,1,7,0,2,3,2,1,2,1,1,0,5.0,2,39,0
2,4,266,0,2,1,6,7,1,1,2,2,2,1,1,0,3.0,1,30,0
1,2,307,0,3,2,7,0,2,1,2,2,2,1,5,0,2.0,1,33,0
1,1,141,307,1,1,2,0,2,1,2,1,2,1,1,0,5.0,3,3,0
1,60,195,0,1,1,7,0,2,1,1,1,1,1,1,0,1.0,2,3,0
1,2,307,307,2,1,0,0,2,2,1,1,2,1,1,0,1.0,2,27,0
1,4,307,0,2,1,2,0,2,2,1,1,2,1,1,0,4.0,4,22,0
2,3,266,264,3,1,6,7,3,2,1,1,2,1,4,0,9.0,3,49,0
2,2,266,0,2,1,4,7,2,1,2,1,2,1,1,0,1.0,1,4,0
1,3,307,0,2,3,0,0,2,1,1,1,1,1,1,0,7.0,4,10,0
1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,1.0,2,29,0
2,1,265,0,2,7,0,0,1,2,2,1,2,1,1,0,10.0,1,39,0
1,18,307,307,2,1,0,0,2,1,1,1,1,1,1,0,3.0,4,4,0
2,1,264,0,3,1,3,0,1,2,2,2,2,1,2,0,1.0,4,22,0
2,3,266,0,1,3,0,0,2,1,1,1,2,1,1,0,0.0,2,15,1
2,6,265,0,1,6,7,0,2,2,1,1,1,1,1,1,5.0,2,81,3
2,6,299,0,3,3,4,7,3,2,3,3,3,1,2,0,11.0,2,57,0
1,2,307,0,1,1,2,5,2,1,1,1,2,1,1,1,13.0,2,61,0
1,24,307,0,2,2,0,0,2,1,3,3,3,1,1,0,6.0,3,90,0
2,6,266,0,1,1,7,0,2,1,3,3,3,1,1,0,3.0,4,10,0
1,2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,4.0,2,2,0
1,48,205,0,1,1,0,0,1,2,1,1,2,1,1,0,0.0,1,16,0
1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,3.0,1,2,1
2,3,266,0,2,6,7,0,2,1,2,1,2,1,1,0,3.0,2,40,0
2,1,266,0,3,1,4,7,2,1,2,1,2,1,4,0,4.0,1,30,0
1,53,307,307,1,7,0,0,2,2,1,3,3,1,1,0,1.0,4,18,0
2,1,243,0,1,1,7,0,1,1,2,2,2,1,1,0,1.0,4,13,0
2,7,264,0,1,1,7,0,2,2,1,1,1,1,1,0,13.0,4,36,0
2,4,266,0,2,1,0,0,1,1,2,2,2,1,1,0,3.0,2,40,0
1,1,307,307,1,2,0,0,2,2,2,1,2,1,1,0,1.0,2,3,0
2,1,266,0,1,1,7,0,2,1,2,1,2,1,1,0,4.0,2,83,0
1,2,307,307,3,1,2,5,1,1,2,1,2,1,2,0,1.0,2,6,0
1,48,307,111,1,2,0,0,2,1,3,3,3,1,1,0,1.0,4,8,0
1,1,307,0,3,1,5,7,2,1,3,3,3,1,2,0,1.0,4,8,0
2,2,247,265,2,6,7,0,1,1,2,2,2,1,1,0,5.0,1,84,0
1,1,78,213,1,1,2,0,2,1,3,3,2,1,1,0,7.0,2,25,0
1,48,205,0,3,2,6,7,1,3,1,1,2,2,2,0,5.0,2,98,5
2,1,266,0,3,1,4,6,1,1,2,2,2,1,4,0,0.0,2,26,0
2,3,266,0,2,5,6,7,2,1,1,1,1,1,1,0,1.0,4,14,2
1,7,25,25,2,2,0,0,3,2,1,1,2,1,1,0,1.0,1,2,0
1,3,307,0,1,1,7,0,2,1,1,1,2,1,1,0,1.0,4,99,0
1,1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,6.0,2,15,0
2,3,266,0,2,7,0,0,1,1,2,2,2,1,1,0,3.0,3,2,0
2,3,266,0,2,1,2,6,2,1,2,2,2,1,1,0,3.0,2,15,0
1,12,307,109,1,1,0,0,2,2,3,3,1,1,1,0,3.0,4,37,3
1,2,0,26,2,2,0,0,2,1,1,1,2,1,1,0,3.0,3,25,0
1,2,307,0,2,1,2,7,1,1,2,2,2,1,5,0,13.0,2,35,0
1,3,129,307,2,1,7,0,1,2,3,1,2,1,1,0,1.0,4,32,0
1,25,195,0,1,6,7,0,2,3,1,1,2,1,1,0,2.0,1,2,2
2,14,266,0,2,2,0,0,2,1,3,3,3,1,1,0,2.0,1,20,0
1,1,307,0,3,1,2,7,3,2,2,1,2,1,6,0,5.0,2,345,0
1,1,307,307,2,2,0,0,2,2,1,1,2,1,1,0,1.0,3,2,0
2,1,266,0,2,2,6,7,1,1,3,3,2,1,1,0,1.0,4,14,1
1,10,141,109,2,1,7,0,2,2,1,1,2,1,1,0,2.0,1,36,0
2,7,266,0,1,6,7,0,2,1,2,1,2,1,2,0,3.0,4,12,0
2,2,266,0,2,1,4,0,1,1,2,2,2,1,2,0,4.0,4,79,0
1,1,307,0,2,1,3,0,2,2,2,2,2,1,1,0,5.0,1,38,0
2,12,265,0,2,1,7,0,2,2,1,1,1,1,1,0,1.0,1,14,3
1,84,109,0,1,2,5,0,2,2,1,1,1,2,1,0,1.0,4,152,0
2,3,266,0,1,3,7,0,2,1,2,2,2,1,1,0,1.0,1,17,0
1,6,307,0,2,1,0,0,2,2,2,1,2,1,1,1,4.0,4,60,0
2,4,266,0,1,1,3,7,1,1,1,1,2,1,2,0,5.0,4,4,1
1,8,307,307,1,2,0,0,2,1,1,1,2,1,1,0,10.0,2,42,0
2,1,266,0,2,1,2,7,2,1,2,2,2,1,3,0,8.0,3,46,0
2,1,266,303,2,1,2,0,2,1,2,1,2,1,1,0,3.0,0,8,0
2,18,265,0,2,5,7,0,2,1,2,2,2,1,1,0,3.0,0,15,0
2,2,266,0,2,1,7,0,1,1,2,2,2,1,1,0,2.0,4,20,0
2,36,266,0,2,1,6,7,2,2,2,2,1,1,1,0,4.0,4,30,0
1,2,307,0,2,2,7,0,2,2,3,3,2,1,1,0,2.0,3,16,0
1,6,307,307,3,1,7,0,2,2,1,3,3,1,2,0,1.0,4,7,0
2,2,266,0,1,2,0,0,1,1,2,2,2,1,1,0,2.0,3,4,0
1,1,307,0,2,1,2,7,3,1,2,2,2,1,1,0,9.0,1,72,1
2,18,266,0,1,4,0,0,2,1,1,1,1,1,1,0,1.0,4,40,0
1,4,202,307,1,1,2,3,3,2,2,1,2,1,1,0,12.0,2,128,0
2,6,266,266,1,1,7,0,2,1,2,2,2,1,2,0,5.0,4,67,0
1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,1.0,2,33,0
1,4,213,307,2,1,2,7,2,1,3,1,3,1,4,0,5.0,3,39,0
1,2,307,307,2,1,7,0,2,2,2,1,2,1,1,0,4.0,3,2,0
1,1,307,0,1,1,2,0,2,2,2,2,2,1,1,0,1.0,3,19,0
1,2,307,0,1,1,2,0,2,1,1,1,2,1,1,2,4.0,3,73,0
1,8,307,0,1,2,7,0,2,1,2,2,2,1,1,0,1.0,2,42,0
2,1,266,0,3,2,4,7,2,2,1,1,2,1,6,0,5.0,4,24,0
2,3,299,0,1,3,0,0,1,1,3,3,3,1,1,0,1.0,4,15,0
2,3,266,0,1,5,0,0,2,1,1,1,2,1,1,0,3.0,1,102,0
2,3,264,278,1,1,0,0,2,3,1,1,2,1,1,0,2.0,2,74,2
2,4,299,0,3,4,6,7,2,2,2,2,2,1,2,0,5.0,3,17,0
2,12,266,0,2,2,0,0,1,1,2,2,2,1,1,0,5.0,2,18,0
2,0,266,0,3,1,5,7,2,2,2,2,2,1,4,0,3.0,1,42,0
1,72,103,0,2,1,2,3,3,3,1,1,2,1,1,0,4.0,1,52,0
2,1,265,0,3,2,3,0,1,2,2,2,2,1,2,0,3.0,1,18,0
1,1,307,0,3,1,2,7,2,1,3,3,3,1,5,0,13.0,1,1,0
2,3,299,0,2,1,2,7,1,1,1,1,2,1,1,0,4.0,4,43,0
2,12,265,0,3,1,7,0,2,2,3,3,3,1,4,0,1.0,4,28,0
1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,1.0,3,19,0
1,2,307,0,1,1,2,0,2,1,3,3,2,1,1,0,1.0,1,11,0
1,4,307,0,2,2,7,0,2,2,3,1,3,1,1,0,3.0,4,54,0
1,3,307,0,1,2,0,0,2,1,1,1,1,1,1,0,2.0,1,13,0
1,4,307,189,1,1,2,0,2,1,2,2,2,1,1,0,2.0,1,6,0
2,3,266,0,2,1,0,0,1,1,3,3,3,1,1,0,3.0,4,71,0
2,4,266,0,1,1,0,0,2,1,1,1,1,2,1,0,5.0,3,36,0
2,12,299,0,1,3,5,7,2,1,2,1,1,1,1,1,10.0,2,108,2
1,36,218,307,1,1,7,0,2,2,1,1,1,1,1,0,2.0,1,25,0
2,2,285,264,2,1,2,5,2,3,2,1,2,1,1,0,5.0,1,96,2
1,4,307,0,2,7,0,0,2,1,1,1,2,1,1,0,1.0,1,28,0
1,5,72,72,1,1,7,0,1,2,1,1,2,1,1,0,10.0,1,4,0
2,12,265,265,2,1,0,0,2,2,2,1,2,1,1,0,2.0,3,37,0
2,5,266,0,1,1,2,7,2,1,3,3,3,1,1,0,1.0,1,5,0
1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,4.0,1,24,0
1,48,173,307,2,2,0,0,2,1,2,2,2,1,1,0,4.0,4,89,0
1,5,307,307,2,2,0,0,2,2,1,1,2,1,1,0,3.0,4,3,0
1,2,307,0,2,2,0,0,2,1,2,1,2,1,4,0,2.0,3,62,0
1,5,307,0,2,2,0,0,1,1,3,3,3,1,1,0,3.0,4,19,0
2,4,266,0,2,2,7,0,1,1,3,1,2,1,1,0,7.0,2,30,0
1,2,24,70,3,1,2,7,2,2,2,2,2,1,6,0,1.0,1,16,0
1,3,307,0,2,2,0,0,2,2,2,2,2,1,1,0,5.0,4,5,0
2,4,266,299,1,1,6,0,1,1,2,2,2,1,1,0,5.0,2,25,0
2,5,265,0,1,1,0,0,2,2,3,3,3,1,1,0,1.0,1,5,0
2,3,266,0,1,4,0,0,1,1,1,1,2,1,1,0,6.0,2,8,0
2,2,266,0,2,1,7,0,2,1,2,2,2,1,1,0,4.0,2,24,0
2,2,299,0,3,1,4,6,2,2,2,2,2,1,2,0,2.0,2,17,0
1,4,307,307,2,2,0,0,2,1,1,1,2,1,1,0,3.0,3,6,0
1,3,307,176,1,1,2,7,3,1,1,1,2,1,2,0,12.0,4,55,0
1,12,307,0,2,2,4,7,2,1,1,1,1,1,1,0,2.0,2,38,0
2,4,284,0,2,2,4,7,1,1,2,1,2,2,1,0,1.0,2,23,0
1,5,307,0,1,7,0,0,2,1,1,1,1,1,1,0,0.0,4,3,0
1,2,307,0,2,1,2,7,2,1,1,1,2,1,1,0,1.0,4,36,0
1,2,200,307,2,2,0,0,2,1,3,3,2,1,1,0,4.0,3,15,0
2,1,266,0,3,1,2,6,2,1,2,1,2,1,2,0,1.0,4,72,0
1,3,195,0,1,6,7,0,1,2,1,1,2,1,1,0,5.0,1,17,0
1,2,307,307,2,1,2,5,2,2,2,2,2,1,6,0,6.0,2,23,0
2,17,266,0,2,1,2,3,2,1,1,1,2,1,1,0,5.0,4,50,0
1,8,179,0,2,2,0,0,1,1,1,1,3,1,1,0,1.0,0,7,0
2,5,266,0,1,1,2,7,2,2,2,1,2,1,1,0,1.0,1,22,0
2,12,266,0,3,1,7,0,2,1,2,2,2,1,2,0,2.0,4,60,0
1,12,119,307,1,1,2,7,2,2,1,1,1,1,1,0,5.0,3,14,3
1,5,307,0,2,1,0,0,2,1,1,1,1,1,1,0,5.0,4,716,2
1,2,307,0,2,1,0,0,2,1,2,1,2,1,1,0,3.0,3,13,0
1,24,307,179,2,1,0,0,1,1,3,1,3,2,1,0,1.0,2,44,0
1,5,307,0,1,1,2,3,2,1,1,1,2,1,1,0,4.0,1,24,0
2,2,286,299,3,1,4,6,2,1,2,1,2,1,2,0,4.0,4,13,1
1,2,307,0,1,1,0,0,2,2,3,3,3,1,1,0,1.0,4,9,0
1,2,307,307,2,2,7,0,2,2,1,1,2,1,1,0,5.0,1,2,0
1,36,195,0,2,6,7,0,2,2,1,1,2,1,1,0,1.0,1,35,0
1,24,307,307,2,4,0,0,3,3,2,2,2,1,1,0,2.0,4,32,0
2,9,264,0,1,1,7,0,2,3,2,1,2,2,1,0,2.0,4,180,0
1,1,307,0,3,1,7,0,2,1,3,3,3,1,2,0,2.0,4,43,0
1,3,307,0,2,2,0,0,2,2,1,1,1,1,1,0,12.0,4,9,0
2,10,266,0,2,1,2,4,1,1,1,1,1,1,1,0,13.0,3,110,0
1,12,179,0,1,6,0,0,2,1,1,1,1,1,1,0,7.0,2,27,0
2,3,266,0,3,5,0,0,2,1,2,1,2,1,2,0,3.0,1,65,0
1,48,128,0,2,5,0,0,1,1,1,1,1,1,1,0,1.0,2,8,0
2,24,285,0,1,1,2,7,2,3,1,1,2,1,1,0,1.0,1,18,0
1,76,20,0,2,1,2,7,2,2,1,1,2,1,1,0,2.0,2,13,0
2,2,266,0,2,1,6,7,1,2,3,3,3,1,1,0,1.0,3,17,0
2,30,243,0,2,6,7,0,2,2,2,2,2,1,1,0,1.0,1,8,0
2,2,266,0,3,1,4,7,1,1,1,1,2,1,3,0,4.0,2,26,0
1,1,307,0,2,1,0,0,2,2,2,2,2,1,1,0,1.0,3,19,0
1,48,307,0,2,3,0,0,2,3,1,1,1,1,1,0,1.0,2,25,0
1,9,307,307,3,1,2,0,2,1,1,1,2,1,2,0,3.0,2,56,1
1,12,307,0,2,7,0,0,2,3,1,1,1,1,1,0,2.0,4,24,0
2,6,266,0,2,1,2,7,1,1,1,1,1,1,3,0,3.0,4,34,0
2,1,266,0,1,1,7,0,2,1,2,1,2,1,1,0,2.0,1,34,0
2,4,285,299,1,4,0,0,1,2,2,1,2,1,3,0,0.0,4,4,2
2,18,266,0,1,3,7,0,1,1,1,1,3,1,1,0,7.0,2,17,0
1,1,307,0,1,1,2,7,2,1,2,2,2,1,1,0,1.0,3,7,0
1,2,307,0,3,1,2,7,2,1,2,2,2,1,6,0,8.0,3,36,0
1,2,307,0,2,1,2,7,2,1,2,1,2,1,1,0,1.0,4,33,0
2,132,266,0,2,1,2,0,2,1,1,1,1,1,1,0,1.0,3,85,0
2,16,266,285,1,7,0,0,3,2,1,1,1,1,1,0,0.0,4,12,0
1,84,152,218,1,2,3,0,1,1,3,3,3,1,1,0,1.0,4,4,0
1,48,307,0,2,2,0,0,2,2,3,3,3,1,1,0,3.0,4,50,0
1,2,307,0,3,1,2,5,2,1,2,1,2,1,4,0,1.0,1,38,0
2,12,264,264,1,3,0,0,2,3,1,3,3,1,1,0,5.0,1,29,0
1,2,307,307,1,1,2,7,2,2,1,1,2,1,1,0,5.0,1,2,0
1,72,109,0,2,3,5,0,3,3,1,1,1,1,1,0,0.0,4,21,0
2,3,265,0,1,7,0,0,2,2,3,3,3,1,1,0,1.0,1,11,0
1,60,218,0,2,2,7,0,1,2,1,1,3,1,1,0,4.0,2,33,0
2,2,266,0,1,3,6,0,1,1,2,1,2,1,2,0,3.0,2,58,0
2,2,292,265,2,2,5,0,2,2,2,2,2,1,1,0,5.0,2,49,0
2,1,266,0,2,2,7,0,1,1,2,2,2,1,1,0,4.0,4,21,0
1,7,307,0,1,1,0,0,2,1,1,1,2,1,1,0,1.0,4,8,0
1,3,307,307,1,2,0,0,2,1,2,2,2,1,1,0,3.0,1,26,0
2,6,277,0,2,2,7,0,1,1,2,2,2,3,1,0,4.0,4,74,0
2,2,266,0,2,1,6,7,1,1,2,2,2,1,1,0,3.0,1,75,0
1,3,307,0,2,2,5,0,2,1,1,1,2,1,1,0,3.0,2,27,0
1,2,307,0,2,3,0,0,2,1,3,1,2,1,1,0,2.0,3,14,0
1,2,307,0,2,1,2,7,2,2,2,2,2,1,6,0,8.0,1,46,0
1,1,307,307,3,1,2,7,2,2,2,2,2,1,5,0,4.0,4,33,0
1,4,141,307,2,1,5,0,2,2,1,1,2,1,1,0,2.0,1,20,0
1,24,307,0,2,2,0,0,2,1,1,1,1,1,1,0,6.0,3,2,5
2,2,265,0,2,1,2,4,2,2,2,1,2,2,1,0,2.0,2,107,0
1,24,307,0,2,2,0,0,3,2,3,3,3,1,1,0,3.0,4,25,0
1,12,307,0,2,1,0,0,1,2,3,3,2,1,1,0,0.0,4,53,0
2,3,285,292,1,2,7,0,1,2,2,2,2,1,1,0,1.0,1,20,4
1,1,307,307,2,1,2,7,2,1,2,2,2,1,1,0,8.0,2,86,0
2,2,266,0,1,3,7,0,2,1,2,2,2,1,1,0,5.0,2,286,4
2,12,266,0,3,1,4,7,3,1,1,1,1,1,5,0,5.0,4,32,0
1,12,307,152,1,3,0,0,1,1,1,1,1,1,1,0,5.0,4,98,0
2,3,266,0,1,1,6,0,2,1,2,1,2,1,1,0,2.0,3,16,0
1,2,307,307,2,1,2,0,2,1,2,1,2,1,4,0,3.0,4,19,0
1,1,307,0,2,1,2,0,2,1,2,2,2,1,2,0,5.0,3,93,0
1,72,152,0,1,2,0,0,1,1,1,1,2,2,1,0,4.0,4,23,0
2,2,266,0,1,6,7,0,1,1,3,3,3,1,1,0,3.0,1,26,0
1,1,307,0,1,1,2,7,2,1,1,1,2,1,1,0,2.0,1,58,2
1,36,44,307,1,1,2,7,3,1,1,1,1,1,1,0,10.0,3,52,0
1,3,307,0,2,2,0,0,2,1,3,3,2,1,1,0,2.0,3,12,0
2,2,266,0,2,4,6,7,1,1,3,3,3,1,3,0,5.0,3,19,0
2,24,266,0,2,1,4,6,3,1,1,1,1,1,2,6,11.0,4,131,0
2,11,266,0,1,5,0,0,2,1,1,1,1,1,1,0,6.0,4,39,2
2,12,264,0,3,1,6,7,2,2,2,2,2,1,6,0,6.0,2,59,0
1,3,307,0,1,1,0,0,1,2,3,3,3,1,1,0,2.0,4,7,0
2,12,265,0,3,1,7,0,1,2,2,2,2,1,2,0,3.0,4,39,0
2,60,247,0,1,1,2,3,3,1,1,1,1,1,1,0,2.0,1,30,4
2,1,265,0,2,1,7,0,1,2,2,1,2,1,1,0,10.0,4,39,0
1,2,218,307,2,1,2,5,2,1,2,1,2,1,2,0,5.0,3,14,0
2,6,266,0,2,3,4,7,3,1,1,1,2,1,1,0,3.0,3,191,0
2,3,299,0,1,2,0,0,2,1,3,3,3,1,1,0,3.0,2,6,0
1,2,307,0,1,2,3,5,2,2,2,1,3,1,1,0,1.0,4,10,0
2,2,247,265,1,3,7,0,1,1,2,2,2,1,1,0,3.0,1,79,0
2,3,266,0,1,1,7,0,3,1,2,1,2,1,4,0,4.0,4,42,0
2,5,266,0,2,1,2,6,2,1,2,2,2,1,1,0,1.0,2,4,0
1,24,75,228,1,1,2,5,2,2,1,1,1,1,1,0,2.0,2,33,4
1,4,307,0,3,1,2,5,1,2,2,2,2,1,6,0,1.0,1,17,0
2,3,266,0,1,1,0,0,2,1,2,2,2,1,1,0,3.0,4,7,0
2,4,266,265,1,1,5,0,2,2,1,1,2,1,1,0,3.0,3,131,0
2,19,266,266,1,6,0,0,2,1,1,1,1,1,2,0,4.0,4,7,0
2,2,265,283,2,3,7,0,2,2,2,1,2,1,1,0,2.0,1,84,1
1,2,307,0,2,1,2,7,2,1,2,2,3,1,1,0,3.0,1,55,0
2,6,265,0,1,6,0,0,1,2,2,1,2,1,1,0,4.0,3,18,0
1,2,189,307,1,1,5,0,3,2,2,2,2,1,2,0,3.0,3,22,2
1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,1.0,2,23,0
2,12,299,0,1,3,0,0,3,1,1,1,1,1,1,0,4.0,4,14,1
1,11,307,0,1,5,0,0,2,1,1,1,1,1,1,0,2.0,4,42,0
2,2,247,265,2,1,2,6,1,2,2,2,2,1,3,0,7.0,0,88,0
1,36,218,307,2,2,7,0,2,2,2,1,1,1,1,0,7.0,4,55,0
2,12,266,0,2,6,7,0,2,1,3,3,1,1,1,0,5.0,1,61,0
1,1,307,0,2,5,0,0,2,2,3,3,3,1,2,0,1.0,4,11,0
2,8,292,299,2,2,6,0,1,1,3,3,3,1,1,0,2.0,4,18,0
2,24,266,266,2,5,0,0,1,1,1,1,3,1,1,0,2.0,2,14,0
2,1,266,0,1,2,0,0,2,1,2,2,2,1,1,0,6.0,2,22,2
1,3,307,307,1,2,7,0,2,1,2,2,2,1,1,0,2.0,3,31,1
1,3,307,0,2,1,4,0,2,2,1,1,2,1,1,0,8.0,4,60,0
2,2,285,266,3,1,2,0,3,2,2,2,2,1,2,0,2.0,2,31,1
1,12,307,0,1,1,2,0,1,1,3,1,3,1,1,0,3.0,2,27,0
1,8,307,0,1,2,0,0,2,1,1,1,1,1,1,0,9.0,2,23,0
1,1,307,0,2,2,0,0,2,2,2,1,2,1,1,0,0.0,1,14,0
2,2,264,265,2,1,6,7,2,2,2,1,2,1,1,0,7.0,3,175,1
2,1,264,266,1,1,2,7,2,3,2,2,2,1,3,0,5.0,2,15,0
2,12,299,0,1,3,5,0,2,1,1,1,1,1,1,0,3.0,4,35,0
1,6,141,307,2,1,0,0,2,2,1,3,3,1,1,0,4.0,3,1,0
1,2,64,307,3,2,5,0,2,1,2,1,2,1,4,0,8.0,3,12,0
1,48,109,0,3,3,0,0,2,2,3,3,3,1,2,0,0.0,4,8,0
2,1,299,0,3,3,6,7,2,2,3,3,2,1,5,0,2.0,2,34,0
2,0,266,0,1,1,7,0,2,1,2,2,2,1,1,0,2.0,3,24,0
1,60,307,0,1,3,0,0,2,2,1,1,1,1,1,1,4.0,4,74,0
1,0,307,0,3,2,5,0,2,1,2,2,2,1,6,0,13.0,2,117,0
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,7.0,2,19,0
2,3,266,0,3,1,6,7,2,1,2,2,2,1,6,0,13.0,2,71,0
2,3,266,0,1,1,0,0,2,1,2,2,2,1,1,0,1.0,4,7,0
1,2,307,307,3,2,0,0,2,1,2,2,2,1,2,0,1.0,4,7,0
1,1,307,0,2,2,0,0,2,2,2,2,2,1,2,0,1.0,2,11,0
1,24,307,0,1,2,0,0,3,1,1,1,1,1,1,0,3.0,4,5,4
2,10,266,0,2,1,7,0,2,2,2,2,2,1,1,0,1.0,4,15,0
1,2,307,0,2,1,0,0,2,1,1,1,2,1,1,0,2.0,3,41,0
2,1,285,264,1,1,7,0,3,3,2,2,2,1,1,0,3.0,2,59,1
1,60,75,0,1,2,0,0,1,3,1,1,1,1,1,0,2.0,2,50,3
2,1,266,0,1,2,3,4,2,1,2,2,2,1,1,0,5.0,2,17,1
2,4,266,299,1,1,6,7,2,1,1,1,2,1,1,0,5.0,3,55,2
2,5,266,0,2,1,0,0,2,1,1,1,1,1,1,2,13.0,4,67,3
1,7,307,0,2,4,7,0,2,1,1,1,1,1,1,0,10.0,4,17,2
1,36,307,0,2,1,2,5,3,1,3,3,1,1,1,0,0.0,4,129,0
2,2,265,0,1,1,7,0,2,1,1,1,3,1,1,0,1.0,3,13,0
2,2,292,252,1,2,5,0,2,1,2,1,2,1,1,0,5.0,2,32,2
1,2,307,0,2,1,2,0,2,1,3,3,2,1,1,0,3.0,3,11,0
1,0,307,0,3,1,2,7,2,1,2,2,2,1,6,0,7.0,2,11,0
2,1,266,265,2,7,0,0,1,2,2,2,2,1,1,0,4.0,2,22,0
1,2,307,218,2,1,2,0,2,1,2,2,2,1,1,0,2.0,2,49,0
1,2,307,0,1,7,0,0,2,1,1,1,2,1,1,0,1.0,1,32,0
2,4,243,266,2,5,7,0,1,2,1,1,2,1,1,0,13.0,3,2,2
1,1,307,307,3,2,3,6,2,2,2,2,2,1,6,0,11.0,4,63,0
2,3,266,0,1,6,7,0,1,1,2,1,2,1,1,0,1.0,1,8,0
1,3,307,0,1,1,2,0,2,1,1,1,2,1,1,0,2.0,4,7,0
1,60,205,307,2,1,2,6,1,2,3,1,3,2,1,0,3.0,4,80,2
2,5,266,0,2,5,0,0,3,1,1,1,2,1,1,0,5.0,2,2,0
2,2,265,0,2,1,7,0,1,2,2,2,2,1,1,0,1.0,1,26,0
1,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,7.0,4,272,0
2,2,277,0,2,1,7,0,2,1,2,1,2,1,1,0,7.0,3,77,0
1,2,307,307,2,2,0,0,2,1,2,1,2,1,1,0,6.0,2,13,0
2,14,299,0,1,3,0,0,3,1,2,1,1,1,1,0,5.0,2,59,0
2,1,266,0,1,3,7,0,1,1,2,2,2,1,1,0,3.0,1,18,0
2,8,266,0,2,6,7,0,2,1,3,3,3,1,1,0,5.0,2,78,0
1,3,307,0,2,1,0,0,1,1,1,1,2,1,1,0,2.0,4,4,2
1,8,307,0,1,1,2,4,2,2,1,1,1,1,1,0,5.0,4,42,0
2,6,265,266,2,1,2,0,1,2,1,1,1,1,1,0,3.0,4,5,1
2,1,266,0,2,1,4,7,1,1,2,2,2,1,1,0,1.0,1,3,0
2,1,266,0,1,1,2,6,2,1,1,1,2,1,1,0,2.0,1,14,0
2,18,266,0,1,7,0,0,2,1,2,1,1,1,1,0,1.0,4,30,0
1,60,20,0,1,1,2,7,2,2,2,1,2,2,1,0,5.0,1,178,0
1,12,307,0,1,5,0,0,2,1,2,1,2,1,1,0,3.0,4,1,0
1,6,109,189,2,1,0,0,2,1,1,1,3,1,1,0,1.0,1,23,2
1,2,307,0,3,1,2,5,1,2,2,2,2,1,6,0,5.0,4,3,0
2,2,265,0,3,1,6,0,1,2,2,2,2,1,2,0,5.0,4,27,0
2,2,292,264,2,1,4,0,1,2,2,3,2,1,1,0,3.0,1,14,0
1,2,307,0,2,3,0,0,2,1,2,1,2,1,1,0,1.0,2,13,0
1,5,307,307,3,1,2,7,2,1,2,2,3,1,2,0,2.0,2,23,0
1,2,103,307,2,1,2,0,2,1,2,2,2,1,1,0,1.0,2,11,0
1,24,141,0,1,1,7,0,3,2,1,1,2,1,1,0,2.0,1,32,0
2,2,266,0,3,1,2,0,1,2,2,1,2,1,2,0,9.0,3,54,0
2,5,266,0,3,1,7,0,1,1,1,1,1,1,6,0,5.0,4,14,0
1,24,307,0,2,2,3,0,2,2,1,1,1,1,2,0,13.0,4,98,0
1,2,307,0,3,2,0,0,2,1,2,1,2,1,2,0,5.0,4,47,0
1,1,307,0,2,1,2,0,2,1,1,1,2,1,2,0,5.0,2,43,0
1,2,307,307,1,7,0,0,2,2,2,2,2,1,1,0,3.0,1,16,0
